Sell_Min,Sell_Median,Sell_Average,Sell_1st Percentile,Sell_Standard Deviation,Buy_Max,Buy_Median,Buy_Average,Buy_99th Percentile,Buy_Standard Deviation,Item,TypeID,Region,Timestamp,Sell_Buy_Spread,Sell_Buy_%,Daily_Change_%,Volatility_7d
114.2,121.1,126.23,114.4,3200.23,104.0,12.07,23.04,104.0,37.13,Heavy Water,16272,jita,2025-11-02 10:16:43,10.200000000000003,9.80769230769231,-0.17482517482517723,0.11547005383792884
32.0,39.99,39.31,32.0,7.45,23.05,19.12,18.74,23.04,3.45,Heavy Water,16272,C-J6MT,2025-11-02 10:16:43,8.95,38.828633405639906,-11.036975257158744,2.2920805686828145
4750.0,4963.0,5177.82,4750.0,109483.16,4400.0,3322.0,1445.87,4400.0,1385.59,Strontium Clathrates,16275,jita,2025-11-02 10:16:44,350.0,7.954545454545454,7.636528438703838,194.56704071690402
3900.0,3967.0,4342.55,3900.0,3648.27,3532.0,2955.0,2888.56,3532.0,521.63,Strontium Clathrates,16275,C-J6MT,2025-11-02 10:16:44,368.0,10.419026047565119,-0.43400561654327596,9.814954576223704
1187.0,1300.0,1271.83,1189.0,74.33,936.3,936.1,935.93,936.3,0.61,Helium Isotopes,16274,C-J6MT,2025-11-02 10:16:46,250.70000000000005,26.775606109153056,0.0,0.0
1064.0,1114.0,1147.28,1065.0,108.42,945.3,861.3,593.88,945.3,300.36,Helium Isotopes,16274,jita,2025-11-02 10:16:46,118.70000000000005,12.556860256003391,0.09407337723423836,0.5773502691896093
768.7,775.2,797.84,768.7,70.55,692.5,687.2,651.63,692.5,86.82,Hydrogen Isotopes,17889,C-J6MT,2025-11-02 10:16:47,76.20000000000005,11.003610108303254,0.0,0.0
723.0,748.9,777.97,723.7,136.94,666.7,80.0,58.59,666.1,307.27,Hydrogen Isotopes,17889,jita,2025-11-02 10:16:47,56.299999999999955,8.444577771111437,8.444577771111428,32.5048201553759
917.6,960.4,963.21,917.8,34.82,873.2,756.1,683.73,873.2,178.12,Nitrogen Isotopes,17888,C-J6MT,2025-11-02 10:16:48,44.39999999999998,5.0847457627118615,0.17467248908296096,0.9539392014169659
788.1,858.9,864.02,789.8,52.77,745.2,0.11,0.56,725.0,265.23,Nitrogen Isotopes,17888,jita,2025-11-02 10:16:48,42.89999999999998,5.7568438003220574,-0.01268713524485987,0.8962886439832664
24000.0,24950.0,26169.45,24000.0,1215300.17,22750.0,0.01,0.01,0.01,1094.77,Helium Fuel Block,4247,jita,2025-11-02 10:16:49,1250.0,5.4945054945054945,0.4184100418409997,55.07570547286132
25000.0,25680.0,25524.75,25000.0,289.12,17200.0,17090.0,17100.41,17200.0,34.08,Helium Fuel Block,4247,C-J6MT,2025-11-02 10:16:49,7800.0,45.348837209302324,-2.6479750778816147,392.598183048945
888.9,910.8,1011.17,890.0,282.81,832.0,0.15,0.49,832.0,276.9,Oxygen Isotopes,17887,jita,2025-11-02 10:16:49,56.89999999999998,6.838942307692306,-0.12359550561797938,32.53833636394668
1017.0,1070.0,1115.23,1017.0,95.31,915.0,910.1,633.76,915.0,272.98,Oxygen Isotopes,17887,C-J6MT,2025-11-02 10:16:49,102.0,11.147540983606557,0.09842519685039353,0.5773502691896093
19140.0,19300.0,19874.77,19140.0,820.1,16300.0,16260.0,15886.43,16300.0,1090.52,Hydrogen Fuel Block,4246,C-J6MT,2025-11-02 10:16:50,2840.0,17.42331288343558,-0.10438413361169019,11.54700538379199
21250.0,21740.0,22071.5,21250.0,750.35,20010.0,0.01,0.01,0.15,1102.69,Hydrogen Fuel Block,4246,jita,2025-11-02 10:16:50,1240.0,6.196901549225387,1.4319809069212486,173.20508075688772
21110.0,21560.0,22045.84,21110.0,965.33,20210.0,0.01,0.01,0.15,1201.04,Nitrogen Fuel Block,4051,jita,2025-11-02 10:16:52,900.0,4.453240969816923,0.14231499051233776,130.7669683062202
24500.0,24890.0,25125.2,24500.0,357.5,20040.0,20040.0,20040.0,20040.0,0.0,Nitrogen Fuel Block,4051,C-J6MT,2025-11-02 10:16:52,4460.0,22.255489021956087,0.0,0.0
21340.0,22820.0,22927.12,21340.0,1261.74,19560.0,0.01,0.01,0.15,791.18,Oxygen Fuel Block,4312,jita,2025-11-02 10:16:53,1780.0,9.100204498977506,0.046882325363339916,5.773502691896783
25470.0,25500.0,25661.08,25470.0,201.93,21800.0,21710.0,21399.67,21800.0,719.06,Oxygen Fuel Block,4312,C-J6MT,2025-11-02 10:16:53,3670.0,16.8348623853211,0.0,0.0
458.9,510.0,517.8,458.9,98.77,430.4,388.4,394.36,430.4,33.16,Oxygen,3683,C-J6MT,2025-11-02 10:54:58,28.5,6.621747211895911,0.0,0.0
396.2,495.2,479.56,396.2,234.95,362.0,1.15,12.29,362.0,159.79,Oxygen,3683,jita,2025-11-02 10:54:58,34.19999999999999,9.447513812154693,0.0,0.15000000000001043
15000.0,15680.0,15618.33,15000.0,503.66,11880.0,11540.0,10318.88,11880.0,1447.21,Coolant,9832,C-J6MT,2025-11-02 10:55:00,3120.0,26.262626262626267,-0.06662225183211579,9.574271077563143
13450.0,13790.0,14057.81,13450.0,8171.08,12350.0,29.0,186.71,12350.0,5244.78,Coolant,9832,jita,2025-11-02 10:55:00,1100.0,8.906882591093117,0.07440476190476719,29.439202887759233
14860.0,15850.0,15787.82,14860.0,566.23,12900.0,12860.0,12345.52,12900.0,1166.32,Enriched Uranium,44,C-J6MT,2025-11-02 10:55:02,1960.0,15.193798449612403,-0.06724949562878502,5.0
14370.0,14900.0,15900.68,14390.0,11528.26,14120.0,1.15,18.25,14120.0,6202.45,Enriched Uranium,44,jita,2025-11-02 10:55:02,250.0,1.7705382436260624,0.0,11.547005383792778
10000.0,11690.0,12303.53,10100.0,3638080.39,18000.0,1.15,6.18,12410.0,4680.51,Mechanical Parts,3689,C-J6MT,2025-11-02 10:55:03,-8000.0,-44.44444444444444,0.0,2811.695810953477
12380.0,12580.0,12764.76,12390.0,333.01,12100.0,3100.0,115.17,12080.0,5421.24,Mechanical Parts,3689,jita,2025-11-02 10:55:03,280.0,2.3140495867768593,-0.08071025020177647,26.457513110645905
90450.0,91090.0,92715.34,90460.0,3612.54,87450.0,9249.0,813.01,87400.0,36661.74,Robotics,9848,jita,2025-11-02 10:55:05,3000.0,3.430531732418525,-0.011054609772276347,72.2841614740069
90000.0,92200.0,92363.28,90000.0,1481.47,85580.0,84400.0,84240.56,85580.0,552.31,Robotics,9848,C-J6MT,2025-11-02 10:55:05,4420.0,5.164758121056321,0.0,854.4783984006483
130.5,173.0,168.93,145.0,1134.7,130.4,25.02,28.92,130.4,28.7,Liquid Ozone,16273,jita,2025-11-02 10:55:07,0.09999999999999432,0.07668711656441281,0.0,0.0
107.0,115.0,129.22,107.0,59.46,82.06,60.01,46.96,82.05,23.1,Liquid Ozone,16273,C-J6MT,2025-11-02 10:55:07,24.939999999999998,30.392395807945405,0.0,0.0
32.0,39.99,40.67,32.0,7.26,23.05,21.01,18.69,23.05,3.65,Heavy Water,16272,C-J6MT,2025-11-02 10:55:08,8.95,38.828633405639906,0.0,2.2920805686828145
114.1,121.1,126.14,114.2,3189.52,104.1,12.07,23.05,104.0,37.14,Heavy Water,16272,jita,2025-11-02 10:55:08,10.0,9.606147934678194,-0.08756567425569628,0.1500000000000078
3900.0,3967.0,4345.4,3900.0,3658.72,3532.0,2955.0,2888.56,3532.0,521.63,Strontium Clathrates,16275,C-J6MT,2025-11-02 10:55:09,368.0,10.419026047565119,0.0,9.814954576223704
4750.0,4963.0,5177.82,4750.0,109483.16,4400.0,3322.0,1445.87,4400.0,1385.59,Strontium Clathrates,16275,jita,2025-11-02 10:55:09,350.0,7.954545454545454,0.0,194.56704071690402
1187.0,1300.0,1272.1,1189.0,74.28,936.3,936.1,935.93,936.3,0.61,Helium Isotopes,16274,C-J6MT,2025-11-02 10:55:10,250.70000000000005,26.775606109153056,0.0,0.0
1065.0,1114.0,1148.28,1069.0,108.63,945.3,861.3,593.88,945.3,300.36,Helium Isotopes,16274,jita,2025-11-02 10:55:10,119.70000000000005,12.662646778800385,0.09398496240602405,0.8164965809277028
723.7,748.9,778.54,723.7,137.48,667.0,80.0,62.24,667.0,308.44,Hydrogen Isotopes,17889,jita,2025-11-02 10:55:12,56.700000000000045,8.500749625187414,0.09681881051175623,32.70814118839526
768.7,775.2,797.84,768.7,70.55,692.7,687.2,651.68,692.6,86.84,Hydrogen Isotopes,17889,C-J6MT,2025-11-02 10:55:12,76.0,10.971560560127038,0.0,0.0
917.6,960.4,963.28,917.8,34.81,873.3,756.1,683.74,873.3,178.13,Nitrogen Isotopes,17888,C-J6MT,2025-11-02 10:55:13,44.30000000000007,5.072712698957984,0.0,0.8180260794538843
788.8,858.9,863.79,789.8,52.85,745.2,0.11,0.56,725.0,265.23,Nitrogen Isotopes,17888,jita,2025-11-02 10:55:13,43.59999999999991,5.850778314546417,0.08882121558178024,0.7348469228349611
1017.0,1070.0,1115.82,1017.0,95.26,915.0,910.1,633.76,915.0,272.98,Oxygen Isotopes,17887,C-J6MT,2025-11-02 10:55:14,102.0,11.147540983606557,0.0,0.5773502691896093
890.0,910.8,1012.72,890.0,284.02,832.4,0.15,0.57,832.3,292.15,Oxygen Isotopes,17887,jita,2025-11-02 10:55:14,57.60000000000002,6.9197501201345535,0.12374845314433447,28.271422555883785
25000.0,25680.0,25524.75,25000.0,289.12,17300.0,17090.0,17103.56,17300.0,42.22,Helium Fuel Block,4247,C-J6MT,2025-11-02 10:55:15,7700.0,44.50867052023121,0.0,392.598183048945
23990.0,24950.0,26137.01,23990.0,1206627.35,22750.0,0.01,0.01,0.01,1094.77,Helium Fuel Block,4247,jita,2025-11-02 10:55:15,1240.0,5.450549450549451,-0.04166666666666208,46.90415759823462
21240.0,21740.0,22062.53,21240.0,751.35,20010.0,0.01,0.01,0.15,1102.69,Hydrogen Fuel Block,4246,jita,2025-11-02 10:55:16,1230.0,6.146926536731634,-0.04705882352941115,170.36725037400822
19140.0,19300.0,19874.77,19140.0,820.1,16310.0,16260.0,15968.66,16310.0,989.13,Hydrogen Fuel Block,4246,C-J6MT,2025-11-02 10:55:16,2830.0,17.351318209687307,0.0,11.54700538379199
24500.0,24890.0,25125.2,24500.0,357.5,20040.0,20040.0,20040.0,20040.0,0.0,Nitrogen Fuel Block,4051,C-J6MT,2025-11-02 10:55:17,4460.0,22.255489021956087,0.0,0.0
21120.0,21860.0,22131.53,21130.0,962.98,20230.0,0.01,0.01,0.15,1310.5,Nitrogen Fuel Block,4051,jita,2025-11-02 10:55:17,890.0,4.39940682155215,0.0473709142586376,117.89826122551597
25470.0,25500.0,25661.08,25470.0,201.93,21710.0,19530.0,19825.68,21710.0,497.07,Oxygen Fuel Block,4312,C-J6MT,2025-11-02 10:55:19,3760.0,17.319207738369418,0.0,0.0
21340.0,22820.0,22950.98,21340.0,1255.56,19560.0,0.01,0.01,0.15,791.18,Oxygen Fuel Block,4312,jita,2025-11-02 10:55:19,1780.0,9.100204498977506,0.0,5.773502691896783
458.9,510.0,517.8,458.9,98.77,430.4,388.4,394.36,430.4,33.16,Oxygen,3683,C-J6MT,2025-11-02 11:07:02,28.5,6.621747211895911,0.0,0.0
396.2,495.2,479.56,396.2,234.95,362.0,1.15,12.29,362.0,159.79,Oxygen,3683,jita,2025-11-02 11:07:02,34.19999999999999,9.447513812154693,0.0,0.1414213562373203
15000.0,15680.0,15618.33,15000.0,503.66,11880.0,11540.0,10318.88,11880.0,1447.21,Coolant,9832,C-J6MT,2025-11-02 11:07:04,3120.0,26.262626262626267,0.0,9.99999999999983
13450.0,13790.0,14057.81,13450.0,8171.08,12350.0,29.0,186.71,12350.0,5244.78,Coolant,9832,jita,2025-11-02 11:07:04,1100.0,8.906882591093117,0.0,27.018512172212382
14370.0,14900.0,15900.68,14390.0,11528.26,14120.0,1.15,18.25,14120.0,6202.45,Enriched Uranium,44,jita,2025-11-02 11:07:05,250.0,1.7705382436260624,0.0,10.95445115010353
14860.0,15850.0,15787.82,14860.0,566.23,12900.0,12860.0,12345.52,12900.0,1166.32,Enriched Uranium,44,C-J6MT,2025-11-02 11:07:05,1960.0,15.193798449612403,0.0,5.477225575051661
10000.0,11690.0,12303.53,10100.0,3638080.39,18000.0,1.15,6.18,12410.0,4680.51,Mechanical Parts,3689,C-J6MT,2025-11-02 11:07:06,-8000.0,-44.44444444444444,0.0,2667.4088550501588
12380.0,12580.0,12764.76,12390.0,333.01,12100.0,3100.0,115.17,12080.0,5421.24,Mechanical Parts,3689,jita,2025-11-02 11:07:06,280.0,2.3140495867768593,0.0,23.874672772626646
90000.0,92200.0,92363.28,90000.0,1481.47,85580.0,84400.0,84240.56,85580.0,552.31,Robotics,9848,C-J6MT,2025-11-02 11:07:08,4420.0,5.164758121056321,0.0,810.6293851076475
